ID,DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,MARGIN,HOME_TEAM_WINS,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
180,2021-01-16,BRK,ORL,122.0,115.0,7,1,0.5379999999999999,0.88,0.457,24,41,0.46299999999999997,0.813,0.304,28,38
181,2021-01-16,TOR,CHO,116.0,113.0,3,1,0.419,0.885,0.429,28,43,0.43700000000000006,0.759,0.41700000000000004,26,48
182,2021-01-16,MEM,PHI,106.0,104.0,2,1,0.434,0.667,0.276,27,43,0.44,0.7190000000000001,0.28,23,53
183,2021-01-16,MIA,DET,100.0,120.0,-20,0,0.478,0.889,0.414,25,31,0.505,0.667,0.391,34,39
184,2021-01-16,POR,ATL,112.0,106.0,6,1,0.38799999999999996,0.85,0.341,18,55,0.43700000000000006,0.857,0.2,24,48
185,2021-01-17,BOS,NYK,75.0,105.0,-30,0,0.298,0.621,0.152,15,43,0.475,0.81,0.387,22,53
186,2021-01-17,DAL,CHI,101.0,117.0,-16,0,0.441,0.579,0.258,18,47,0.506,0.727,0.28,32,47
187,2021-01-17,DEN,UTA,105.0,109.0,-4,0,0.4,0.733,0.37799999999999995,25,52,0.513,0.5710000000000001,0.405,24,36
188,2021-01-17,SAC,NOP,123.0,128.0,-5,0,0.516,0.889,0.33299999999999996,23,33,0.529,0.794,0.5,24,48
189,2021-01-17,LAC,IND,129.0,96.0,33,1,0.552,0.7,0.48700000000000004,27,52,0.41600000000000004,0.688,0.289,28,33
190,2021-01-18,NYK,ORL,91.0,84.0,7,1,0.35600000000000004,0.706,0.185,15,53,0.337,0.875,0.316,18,51
191,2021-01-18,ATL,MIN,108.0,97.0,11,1,0.46799999999999997,0.92,0.39299999999999996,32,48,0.396,0.688,0.37799999999999995,22,39
192,2021-01-18,POR,SAS,104.0,125.0,-21,0,0.433,0.8420000000000001,0.28600000000000003,20,34,0.5329999999999999,0.875,0.455,33,48
193,2021-01-18,MEM,PHO,108.0,104.0,4,1,0.494,0.75,0.423,31,40,0.455,0.563,0.41700000000000004,30,44
194,2021-01-18,BRK,MIL,125.0,123.0,2,1,0.5479999999999999,0.857,0.484,26,49,0.43799999999999994,0.833,0.289,21,41
195,2021-01-18,TOR,DAL,116.0,93.0,23,1,0.5,0.889,0.364,23,46,0.37799999999999995,0.815,0.25,21,38
196,2021-01-18,CHI,HOU,125.0,120.0,5,1,0.467,0.905,0.444,23,47,0.523,0.647,0.425,25,36
197,2021-01-18,MIA,DET,113.0,107.0,6,1,0.573,0.789,0.4,23,36,0.46299999999999997,0.75,0.35100000000000003,24,32
198,2021-01-18,LAL,GSW,113.0,115.0,-2,0,0.48200000000000004,0.727,0.31,23,50,0.506,0.75,0.324,31,32
199,2021-01-19,DEN,OKC,119.0,101.0,18,1,0.43799999999999994,0.929,0.33299999999999996,29,58,0.419,0.652,0.326,22,41
200,2021-01-19,UTA,NOP,118.0,102.0,16,1,0.506,0.647,0.447,28,54,0.45299999999999996,0.667,0.231,17,38
201,2021-01-20,CLE,BRK,147.0,135.0,12,1,0.514,0.7140000000000001,0.5,29,50,0.45299999999999996,0.889,0.366,30,52
202,2021-01-20,IND,DAL,112.0,124.0,-12,0,0.446,0.667,0.41,21,38,0.526,0.8240000000000001,0.29600000000000004,32,49
203,2021-01-20,PHI,BOS,117.0,109.0,8,1,0.462,0.8,0.33299999999999996,20,41,0.47200000000000003,0.65,0.364,22,45
204,2021-01-20,ATL,DET,123.0,115.0,8,1,0.44,0.684,0.391,21,63,0.45399999999999996,0.895,0.32299999999999995,22,42
205,2021-01-20,TOR,MIA,102.0,111.0,-9,0,0.39799999999999996,0.889,0.327,27,41,0.488,0.882,0.45,29,46
206,2021-01-20,MIN,ORL,96.0,97.0,-1,0,0.424,0.643,0.429,25,43,0.391,0.7140000000000001,0.32299999999999995,26,48
207,2021-01-20,HOU,PHO,103.0,109.0,-6,0,0.42,0.8640000000000001,0.32299999999999995,17,39,0.47200000000000003,0.895,0.235,25,45
208,2021-01-20,GSW,SAS,121.0,99.0,22,1,0.505,0.7,0.395,31,54,0.37200000000000005,0.8059999999999999,0.121,17,43
209,2021-01-20,LAC,SAC,115.0,96.0,19,1,0.47700000000000004,0.9440000000000001,0.457,24,48,0.45299999999999996,0.41700000000000004,0.46399999999999997,25,39
210,2021-01-21,MIL,LAL,106.0,113.0,-7,0,0.506,0.75,0.321,27,46,0.466,0.8,0.514,25,38
211,2021-01-21,GSW,NYK,104.0,119.0,-15,0,0.384,0.7440000000000001,0.237,27,46,0.46299999999999997,0.78,0.45799999999999996,24,55
212,2021-01-21,UTA,NOP,129.0,118.0,11,1,0.5,0.96,0.436,27,39,0.494,0.767,0.44,27,41
213,2021-01-22,CHO,CHI,110.0,123.0,-13,0,0.494,0.76,0.21899999999999997,22,46,0.51,0.833,0.349,33,43
214,2021-01-22,DET,HOU,102.0,103.0,-1,0,0.37799999999999995,0.6759999999999999,0.469,17,55,0.389,0.75,0.341,24,51
215,2021-01-22,IND,ORL,120.0,118.0,2,1,0.495,0.889,0.353,28,44,0.457,0.625,0.45899999999999996,29,49
216,2021-01-22,CLE,BRK,125.0,113.0,12,1,0.517,0.8440000000000001,0.32,24,50,0.483,0.882,0.326,23,29
217,2021-01-22,PHI,BOS,122.0,110.0,12,1,0.556,0.833,0.429,23,45,0.456,0.8,0.4,23,32
218,2021-01-22,TOR,MIA,101.0,81.0,20,1,0.46399999999999997,0.667,0.425,22,45,0.429,0.8,0.226,19,32
219,2021-01-22,MIN,ATL,98.0,116.0,-18,0,0.43,0.833,0.25,30,40,0.45799999999999996,0.833,0.429,21,55
220,2021-01-22,SAS,DAL,117.0,122.0,-5,0,0.461,0.767,0.429,21,49,0.484,0.9,0.359,23,42
221,2021-01-22,LAC,OKC,120.0,106.0,14,1,0.512,0.96,0.303,21,48,0.47100000000000003,0.769,0.33299999999999996,24,29
222,2021-01-22,PHO,DEN,126.0,130.0,-4,0,0.5,1.0,0.386,30,45,0.515,0.9470000000000001,0.231,32,43
223,2021-01-22,SAC,NYK,103.0,94.0,9,1,0.418,0.7140000000000001,0.353,21,55,0.38299999999999995,0.68,0.22699999999999998,19,57
224,2021-01-23,BRK,MIA,128.0,124.0,4,1,0.53,0.8079999999999999,0.514,34,47,0.47200000000000003,0.8440000000000001,0.28300000000000003,29,31
225,2021-01-23,DET,PHI,110.0,114.0,-4,0,0.43,0.733,0.424,25,43,0.45799999999999996,0.789,0.348,14,49
226,2021-01-23,MIN,NOP,120.0,110.0,10,1,0.429,0.8109999999999999,0.353,23,50,0.46,0.7140000000000001,0.303,21,42
227,2021-01-23,CHI,LAL,90.0,101.0,-11,0,0.39299999999999996,0.727,0.32,18,45,0.456,0.8059999999999999,0.21100000000000002,20,42
228,2021-01-23,DAL,HOU,108.0,133.0,-25,0,0.446,0.725,0.2,15,36,0.547,0.7929999999999999,0.43200000000000005,28,52
229,2021-01-23,PHO,DEN,112.0,120.0,-8,0,0.402,0.778,0.302,26,50,0.41200000000000003,0.7809999999999999,0.41700000000000004,22,65
230,2021-01-23,UTA,GSW,127.0,108.0,19,1,0.479,0.773,0.4,28,57,0.452,0.667,0.359,30,35
231,2021-01-24,IND,TOR,102.0,107.0,-5,0,0.402,0.8640000000000001,0.33299999999999996,23,47,0.41100000000000003,0.6920000000000001,0.429,24,45
232,2021-01-24,LAC,OKC,108.0,100.0,8,1,0.446,0.75,0.304,26,46,0.442,0.643,0.2,22,51
233,2021-01-24,BOS,CLE,141.0,103.0,38,1,0.5589999999999999,0.852,0.5,26,55,0.4,0.735,0.303,24,34
234,2021-01-24,ORL,CHO,104.0,107.0,-3,0,0.44799999999999995,0.6920000000000001,0.447,27,43,0.47700000000000004,0.563,0.389,28,43
235,2021-01-24,MIL,ATL,129.0,115.0,14,1,0.5489999999999999,0.7040000000000001,0.32299999999999995,32,52,0.506,0.773,0.359,27,27
236,2021-01-24,SAS,WAS,121.0,101.0,20,1,0.5,0.909,0.484,27,44,0.424,0.643,0.33299999999999996,23,50
237,2021-01-24,POR,NYK,116.0,113.0,3,1,0.47,0.9129999999999999,0.37,19,39,0.45299999999999996,0.92,0.414,20,47
238,2021-01-25,DET,PHI,119.0,104.0,15,1,0.5,0.8420000000000001,0.447,22,47,0.426,0.75,0.321,15,36
239,2021-01-25,IND,TOR,129.0,114.0,15,1,0.513,0.8220000000000001,0.414,26,45,0.409,0.889,0.368,24,39
240,2021-01-25,ORL,CHO,117.0,108.0,9,1,0.47700000000000004,0.636,0.514,31,49,0.43799999999999994,0.7040000000000001,0.289,22,41
241,2021-01-25,BRK,MIA,98.0,85.0,13,1,0.4,0.8640000000000001,0.289,24,49,0.369,0.706,0.256,20,45
242,2021-01-25,CLE,LAL,108.0,115.0,-7,0,0.465,0.8640000000000001,0.429,19,44,0.483,0.75,0.313,21,40
243,2021-01-25,DAL,DEN,113.0,117.0,-4,0,0.488,0.833,0.344,26,34,0.506,0.7859999999999999,0.429,25,49
244,2021-01-25,CHI,BOS,103.0,119.0,-16,0,0.466,0.4,0.436,28,41,0.506,0.8,0.517,28,44
245,2021-01-25,GSW,MIN,130.0,108.0,22,1,0.494,0.757,0.467,21,46,0.415,0.88,0.33299999999999996,26,47
246,2021-01-25,POR,OKC,122.0,125.0,-3,0,0.469,0.762,0.341,17,50,0.512,0.6,0.45,25,43
247,2021-01-26,ATL,LAC,108.0,99.0,9,1,0.46299999999999997,0.96,0.385,20,46,0.40399999999999997,0.8640000000000001,0.308,23,46
248,2021-01-26,HOU,WAS,107.0,88.0,19,1,0.42,0.7240000000000001,0.324,16,44,0.39299999999999996,0.7390000000000001,0.192,19,49
249,2021-01-26,UTA,NYK,108.0,94.0,14,1,0.402,0.8640000000000001,0.313,24,53,0.434,0.706,0.37,15,44
250,2021-01-27,CHO,IND,106.0,116.0,-10,0,0.41100000000000003,0.905,0.342,28,39,0.511,0.833,0.4,34,47
251,2021-01-27,CLE,DET,122.0,107.0,15,1,0.54,0.7390000000000001,0.524,24,37,0.451,0.759,0.40700000000000003,29,40
252,2021-01-27,ORL,SAC,107.0,121.0,-14,0,0.41700000000000004,0.9440000000000001,0.385,25,47,0.489,0.654,0.424,30,50
253,2021-01-27,ATL,BRK,128.0,132.0,-4,0,0.479,0.893,0.39399999999999996,29,37,0.531,0.85,0.344,29,36
254,2021-01-27,MIA,DEN,82.0,109.0,-27,0,0.375,0.818,0.289,24,38,0.457,1.0,0.326,29,49
255,2021-01-27,PHI,LAL,107.0,106.0,1,1,0.48200000000000004,0.615,0.36,24,38,0.47700000000000004,0.64,0.33299999999999996,20,37
256,2021-01-27,TOR,MIL,108.0,115.0,-7,0,0.40399999999999997,0.833,0.4,26,46,0.43,0.731,0.364,30,59
257,2021-01-27,SAS,BOS,110.0,106.0,4,1,0.561,0.625,0.28600000000000003,22,46,0.429,0.857,0.33299999999999996,15,39
258,2021-01-27,NOP,WAS,124.0,106.0,18,1,0.517,0.625,0.395,27,50,0.402,0.905,0.342,29,39
259,2021-01-27,PHO,OKC,97.0,102.0,-5,0,0.379,0.833,0.349,19,49,0.447,0.7140000000000001,0.4,21,48
260,2021-01-27,UTA,DAL,116.0,104.0,12,1,0.462,0.762,0.39,20,50,0.462,0.889,0.34299999999999997,22,36
261,2021-01-27,GSW,MIN,123.0,111.0,12,1,0.529,0.7829999999999999,0.441,32,46,0.425,0.6970000000000001,0.389,23,39
262,2021-01-28,HOU,POR,104.0,101.0,3,1,0.42200000000000004,0.833,0.27699999999999997,19,47,0.419,0.75,0.415,16,49
263,2021-01-28,DET,LAL,107.0,92.0,15,1,0.46,1.0,0.389,27,38,0.409,0.667,0.429,25,44
264,2021-01-28,MIA,LAC,105.0,109.0,-4,0,0.444,0.8,0.39399999999999996,24,45,0.414,0.909,0.405,22,55
265,2021-01-28,PHO,GSW,114.0,93.0,21,1,0.466,0.9129999999999999,0.344,34,57,0.384,0.75,0.289,21,48
266,2021-01-29,CHO,IND,108.0,105.0,3,1,0.506,0.667,0.43200000000000005,35,42,0.483,0.769,0.314,30,39
267,2021-01-29,WAS,ATL,100.0,116.0,-16,0,0.365,0.816,0.25,13,47,0.44799999999999995,0.765,0.324,16,47
268,2021-01-29,NOP,MIL,131.0,126.0,5,1,0.469,0.7140000000000001,0.43799999999999994,32,45,0.5,0.773,0.371,29,49
269,2021-01-29,NYK,CLE,102.0,81.0,21,1,0.488,0.875,0.37,20,41,0.345,0.833,0.308,15,43
270,2021-01-29,TOR,SAC,124.0,126.0,-2,0,0.488,0.818,0.406,20,35,0.551,0.774,0.444,31,38
271,2021-01-29,MIN,PHI,94.0,118.0,-24,0,0.42700000000000005,0.778,0.303,20,38,0.44799999999999995,0.8420000000000001,0.5,20,51
272,2021-01-29,OKC,BRK,125.0,147.0,-22,0,0.465,0.853,0.42100000000000004,23,36,0.57,0.875,0.42200000000000004,33,50
273,2021-01-29,ORL,LAC,90.0,116.0,-26,0,0.36,0.889,0.303,20,49,0.489,1.0,0.35100000000000003,25,49
274,2021-01-29,SAS,DEN,119.0,109.0,10,1,0.5429999999999999,0.8079999999999999,0.435,29,41,0.526,0.65,0.452,25,37
275,2021-01-29,UTA,DAL,120.0,101.0,19,1,0.43700000000000006,0.9229999999999999,0.41700000000000004,21,56,0.43,0.667,0.273,20,40
276,2021-01-30,CHI,POR,122.0,123.0,-1,0,0.506,1.0,0.467,31,43,0.511,0.8420000000000001,0.405,20,35
277,2021-01-30,CHO,MIL,126.0,114.0,12,1,0.478,0.85,0.47700000000000004,32,41,0.488,0.667,0.4,22,46
278,2021-01-30,MIA,SAC,105.0,104.0,1,1,0.46799999999999997,0.846,0.344,25,39,0.48200000000000004,0.455,0.37799999999999995,22,41
279,2021-01-30,NOP,HOU,112.0,126.0,-14,0,0.451,0.621,0.293,27,48,0.489,0.8,0.435,32,45
280,2021-01-30,BOS,LAL,95.0,96.0,-1,0,0.488,0.643,0.28600000000000003,24,42,0.44,0.684,0.29,20,45
281,2021-01-30,SAS,MEM,112.0,129.0,-17,0,0.47,0.8079999999999999,0.44799999999999995,25,38,0.56,0.667,0.486,34,45
282,2021-01-30,DAL,PHO,105.0,111.0,-6,0,0.53,0.5710000000000001,0.31,22,37,0.457,0.871,0.455,22,42
283,2021-01-30,GSW,DET,118.0,91.0,27,1,0.528,0.7,0.47200000000000003,34,47,0.377,0.75,0.25,17,38
284,2021-01-31,NYK,LAC,115.0,129.0,-14,0,0.48200000000000004,0.821,0.37,21,36,0.5429999999999999,0.857,0.447,26,38
285,2021-01-31,DEN,UTA,128.0,117.0,11,1,0.54,0.8420000000000001,0.643,28,39,0.42700000000000005,0.846,0.426,28,38
286,2021-01-31,IND,PHI,110.0,119.0,-9,0,0.488,0.818,0.35700000000000004,21,41,0.489,0.677,0.308,20,44
287,2021-01-31,TOR,ORL,115.0,102.0,13,1,0.456,0.955,0.308,27,48,0.402,0.821,0.361,22,42
288,2021-01-31,WAS,BRK,149.0,146.0,3,1,0.519,0.7809999999999999,0.308,24,39,0.568,0.818,0.528,33,45
289,2021-01-31,MIN,CLE,109.0,104.0,5,1,0.451,0.733,0.4,24,34,0.488,0.7829999999999999,0.25,20,55
290,2021-02-01,ATL,LAL,99.0,107.0,-8,0,0.474,0.8240000000000001,0.379,27,36,0.519,0.833,0.304,24,31
291,2021-02-01,MIA,CHO,121.0,129.0,-8,0,0.473,0.64,0.413,28,48,0.45299999999999996,0.846,0.512,31,44
292,2021-02-01,CHI,NYK,110.0,102.0,8,1,0.47700000000000004,0.75,0.324,30,40,0.425,0.846,0.207,21,45
293,2021-02-01,CLE,MIN,100.0,98.0,2,1,0.41700000000000004,0.742,0.318,26,52,0.392,0.636,0.289,20,45
294,2021-02-01,MIL,POR,134.0,106.0,28,1,0.552,0.583,0.5,38,53,0.375,1.0,0.35700000000000004,19,45
295,2021-02-01,NOP,SAC,109.0,118.0,-9,0,0.396,0.833,0.3,22,46,0.47700000000000004,0.769,0.326,31,52
296,2021-02-01,OKC,HOU,106.0,136.0,-30,0,0.43799999999999994,0.789,0.382,21,45,0.48,0.909,0.5379999999999999,30,50
297,2021-02-01,DAL,PHO,108.0,109.0,-1,0,0.43,0.96,0.313,16,42,0.467,0.833,0.371,19,45
298,2021-02-01,SAS,MEM,102.0,133.0,-31,0,0.41600000000000004,0.682,0.35100000000000003,28,42,0.5589999999999999,0.778,0.5,37,53
299,2021-02-02,ORL,TOR,108.0,123.0,-15,0,0.461,0.857,0.368,24,46,0.48200000000000004,0.92,0.444,32,40
300,2021-02-02,BRK,LAC,124.0,120.0,4,1,0.57,0.8079999999999999,0.419,25,44,0.455,0.882,0.41700000000000004,21,39
301,2021-02-02,IND,MEM,134.0,116.0,18,1,0.598,0.69,0.552,30,42,0.452,0.958,0.36,27,36
302,2021-02-02,WAS,POR,121.0,132.0,-11,0,0.5539999999999999,0.765,0.4,32,39,0.46299999999999997,1.0,0.457,19,44
303,2021-02-02,GSW,BOS,107.0,111.0,-4,0,0.45799999999999996,0.696,0.405,30,36,0.46399999999999997,0.741,0.382,16,51
304,2021-02-02,UTA,DET,117.0,105.0,12,1,0.46299999999999997,0.862,0.381,23,44,0.419,0.9,0.33299999999999996,18,46
305,2021-02-03,CHO,PHI,111.0,118.0,-7,0,0.44799999999999995,0.826,0.37799999999999995,28,37,0.519,0.813,0.41700000000000004,23,40
306,2021-02-03,MIL,IND,130.0,110.0,20,1,0.47100000000000003,0.929,0.43799999999999994,33,53,0.45299999999999996,0.867,0.324,28,46
307,2021-02-03,ATL,DAL,116.0,122.0,-6,0,0.5,0.706,0.368,31,46,0.462,0.92,0.325,27,45
308,2021-02-03,CHI,NYK,103.0,107.0,-4,0,0.489,0.688,0.16699999999999998,25,38,0.483,0.667,0.5,19,47
309,2021-02-03,CLE,LAC,99.0,121.0,-22,0,0.446,0.765,0.4,21,37,0.557,0.765,0.588,22,46
310,2021-02-03,MIA,WAS,100.0,103.0,-3,0,0.434,0.727,0.34299999999999997,24,44,0.41700000000000004,0.72,0.405,20,49
311,2021-02-03,OKC,HOU,104.0,87.0,17,1,0.434,0.846,0.303,19,51,0.384,0.6920000000000001,0.261,21,41
312,2021-02-03,SAS,MIN,111.0,108.0,3,1,0.44799999999999995,0.75,0.26899999999999996,28,45,0.457,0.818,0.39399999999999996,22,49
313,2021-02-03,NOP,PHO,123.0,101.0,22,1,0.511,0.81,0.424,30,44,0.46299999999999997,0.85,0.22899999999999998,26,39
314,2021-02-03,SAC,BOS,116.0,111.0,5,1,0.457,0.826,0.35100000000000003,23,44,0.45299999999999996,0.759,0.33299999999999996,28,45
315,2021-02-04,ATL,UTA,91.0,112.0,-21,0,0.327,0.9470000000000001,0.29,19,49,0.484,0.846,0.48100000000000004,19,52
316,2021-02-04,DAL,GSW,116.0,147.0,-31,0,0.413,0.87,0.4,26,42,0.573,0.852,0.512,37,45
317,2021-02-04,PHI,POR,105.0,121.0,-16,0,0.48100000000000004,0.833,0.259,19,37,0.45899999999999996,0.7829999999999999,0.419,17,53
318,2021-02-04,MEM,HOU,103.0,115.0,-12,0,0.425,0.708,0.34299999999999997,28,43,0.47100000000000003,0.8240000000000001,0.42200000000000004,26,44
319,2021-02-04,LAL,DEN,114.0,93.0,21,1,0.568,0.636,0.33299999999999996,29,40,0.391,0.867,0.28600000000000003,19,42
320,2021-02-05,IND,NOP,113.0,114.0,-1,0,0.441,0.688,0.47600000000000003,31,37,0.539,0.731,0.52,23,50
321,2021-02-05,ORL,CHI,123.0,119.0,4,1,0.519,0.757,0.40700000000000003,27,49,0.479,0.9,0.3,27,40
322,2021-02-05,BRK,TOR,117.0,123.0,-6,0,0.488,0.759,0.405,29,40,0.505,0.857,0.406,22,41
323,2021-02-05,CLE,MIL,105.0,123.0,-18,0,0.446,0.75,0.344,23,36,0.515,0.727,0.318,28,54
324,2021-02-05,CHO,UTA,121.0,138.0,-17,0,0.462,0.8240000000000001,0.314,26,40,0.552,0.889,0.52,32,44
325,2021-02-05,MIA,WAS,122.0,95.0,27,1,0.5,0.87,0.444,27,48,0.371,0.875,0.242,19,40
326,2021-02-05,OKC,MIN,103.0,106.0,-3,0,0.45899999999999996,0.706,0.382,28,44,0.436,0.889,0.4,27,43
327,2021-02-05,PHO,DET,109.0,92.0,17,1,0.494,0.813,0.375,26,50,0.374,0.607,0.19399999999999998,20,45
328,2021-02-05,LAC,BOS,115.0,119.0,-4,0,0.519,0.81,0.43799999999999994,26,47,0.478,0.81,0.42100000000000004,21,34
329,2021-02-06,NYK,POR,110.0,99.0,11,1,0.5,0.6920000000000001,0.433,20,51,0.41600000000000004,0.5,0.36200000000000004,15,41
330,2021-02-06,SAC,DEN,119.0,114.0,5,1,0.484,0.708,0.4,30,45,0.46399999999999997,0.7859999999999999,0.371,30,47
331,2021-02-06,ORL,CHI,92.0,118.0,-26,0,0.389,1.0,0.222,17,47,0.516,0.6920000000000001,0.5,28,47
332,2021-02-06,ATL,TOR,132.0,121.0,11,1,0.568,0.879,0.528,31,43,0.423,0.765,0.342,24,38
333,2021-02-06,CLE,MIL,99.0,124.0,-25,0,0.45299999999999996,0.7140000000000001,0.214,21,40,0.547,0.609,0.47100000000000003,25,43
334,2021-02-06,HOU,SAS,106.0,111.0,-5,0,0.43200000000000005,0.72,0.316,21,46,0.425,0.8059999999999999,0.32,22,44
335,2021-02-06,OKC,MIN,120.0,118.0,2,1,0.511,0.8,0.364,25,43,0.505,0.545,0.33299999999999996,27,40
336,2021-02-06,PHI,BRK,124.0,108.0,16,1,0.511,0.818,0.37,27,51,0.44299999999999995,0.882,0.366,21,34
337,2021-02-06,DAL,GSW,134.0,132.0,2,1,0.45799999999999996,0.833,0.447,27,47,0.535,0.87,0.444,27,40
338,2021-02-06,NOP,MEM,118.0,109.0,9,1,0.517,0.619,0.455,27,42,0.444,0.8420000000000001,0.33299999999999996,27,45
339,2021-02-06,LAL,DET,135.0,129.0,6,1,0.56,0.857,0.474,32,41,0.479,0.821,0.381,31,35
340,2021-02-07,CHO,WAS,119.0,97.0,22,1,0.424,0.769,0.41700000000000004,21,59,0.37799999999999995,0.7140000000000001,0.225,22,48
341,2021-02-07,IND,UTA,95.0,103.0,-8,0,0.39799999999999996,0.722,0.276,23,45,0.413,0.667,0.31,22,60
342,2021-02-07,NYK,MIA,103.0,109.0,-6,0,0.447,0.733,0.381,23,44,0.48200000000000004,0.8,0.371,25,44
343,2021-02-07,PHO,BOS,100.0,91.0,9,1,0.488,1.0,0.276,25,50,0.355,0.667,0.386,19,41
344,2021-02-07,LAC,SAC,110.0,113.0,-3,0,0.414,0.87,0.28600000000000003,19,53,0.489,0.733,0.345,25,52
345,2021-02-08,CHO,HOU,119.0,94.0,25,1,0.489,0.9229999999999999,0.46299999999999997,28,51,0.40700000000000003,0.688,0.27699999999999997,20,39
346,2021-02-08,CHI,WAS,101.0,105.0,-4,0,0.424,0.833,0.3,23,50,0.419,0.75,0.231,23,47
347,2021-02-08,MEM,TOR,113.0,128.0,-15,0,0.425,0.897,0.33299999999999996,27,42,0.545,0.9229999999999999,0.541,28,37
348,2021-02-08,DAL,MIN,127.0,122.0,5,1,0.517,0.833,0.353,30,48,0.462,0.7140000000000001,0.429,27,41
349,2021-02-08,SAS,GSW,105.0,100.0,5,1,0.406,0.8420000000000001,0.355,24,46,0.442,0.733,0.35100000000000003,29,49
350,2021-02-08,PHO,CLE,119.0,113.0,6,1,0.522,0.737,0.45799999999999996,29,41,0.512,0.68,0.33299999999999996,23,39
351,2021-02-08,DEN,MIL,112.0,125.0,-13,0,0.436,0.938,0.41700000000000004,22,38,0.506,0.8640000000000001,0.4,24,50
352,2021-02-08,LAL,OKC,119.0,112.0,7,1,0.46299999999999997,0.759,0.237,28,59,0.391,0.737,0.316,23,55
353,2021-02-09,DET,BRK,122.0,111.0,11,1,.560,.714,.448,28,37,.500,.875,.355,30,34
354,2021-02-09,MIA,NYK,98.0,96.0,2,1,.371,.821,.424,21,38,.425,.750,.357,22,46
355,2021-02-09,NOP,HOU,130.0,101.0,29,1,.511,.857,.387,31,55,.418,.571,.302,24,37
356,2021-02-09,SAS,GSW,91.0,114.0,-23,0,.372,.905,.333,20,45,.462,.684,.425,26,50
357,2021-02-09,POR,ORL,106.0,97.0,9,1,.389,.947,.391,18,54,.420,.545,.314,22,53
358,2021-02-09,SAC,PHI,111.0,119.0,-8,0,.434,.579,.333,24,39,.482,.800,.450,24,59
359,2021-02-09,UTA,BOS,122.0,108.0,14,1,.476,.889,.375,28,41,.442,.826,.448,18,35
