Rk,G,Date,Age,Tm,,Opp,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,10/28/2009,20-063,OKC,,SAC,W (+13),0,12:59,2,2,1,1,1,1,0,0,,0,2,2,0,0,0,0,3,5,3.8,-5
2,2,10/30/2009,20-065,OKC,@,DET,W (+8),0,16:38,1,6,0.167,0,1,0,0,0,,1,1,2,8,0,0,0,3,2,3.6,17
3,3,11/1/2009,20-067,OKC,,POR,L (-9),0,17:52,2,9,0.222,2,3,0.667,0,0,,1,2,3,2,1,1,1,2,6,3.1,4
4,4,11/3/2009,20-069,OKC,,LAL,L (-3),0,17:04,3,9,0.333,1,2,0.5,2,2,1,0,1,1,3,1,0,0,2,9,6.5,16
5,5,11/6/2009,20-072,OKC,@,HOU,L (-11),0,10:02,2,3,0.667,0,0,,0,0,,0,1,1,1,0,0,1,1,4,2.3,-8
6,6,11/8/2009,20-074,OKC,,ORL,W (+28),0,19:13,2,5,0.4,0,1,0,1,2,0.5,1,3,4,5,2,0,0,3,5,7.8,0
7,7,11/10/2009,20-076,OKC,@,SAC,L (-3),0,19:24,3,7,0.429,3,5,0.6,0,0,,0,4,4,1,1,1,1,3,9,6.7,1
8,8,11/11/2009,20-077,OKC,@,LAC,W (+4),0,23:54,3,8,0.375,0,3,0,1,2,0.5,0,5,5,8,1,1,2,1,7,8.6,9
9,9,11/14/2009,20-080,OKC,@,SAS,W (+3),0,19:57,3,6,0.5,0,1,0,2,3,0.667,1,1,2,1,1,1,2,4,8,4.4,-3
10,10,11/15/2009,20-081,OKC,,LAC,L (-8),0,17:38,0,8,0,0,5,0,4,4,1,1,2,3,2,1,0,2,1,4,-0.3,-9
11,11,11/17/2009,20-083,OKC,@,MIA,W (+13),0,14:16,1,3,0.333,1,3,0.333,2,2,1,0,2,2,0,0,0,2,4,5,0.3,6
12,12,11/18/2009,20-084,OKC,@,ORL,L (-14),0,30:51:00,7,14,0.5,6,7,0.857,4,4,1,0,3,3,3,1,0,1,2,24,19.2,5
13,13,11/20/2009,20-086,OKC,,WAS,W (+19),0,26:24:00,8,11,0.727,4,6,0.667,5,6,0.833,3,1,4,1,4,0,2,5,25,23.2,4
14,14,11/22/2009,20-088,OKC,@,LAL,L (-16),0,30:21:00,2,15,0.133,0,10,0,6,6,1,0,3,3,6,3,2,3,3,10,5.6,-4
15,15,11/24/2009,20-090,OKC,@,UTA,W (+10),0,19:38,4,5,0.8,1,2,0.5,1,1,1,0,2,2,1,0,0,0,1,10,9,6
16,16,11/27/2009,20-093,OKC,,MIL,W (+18),0,27:18:00,6,7,0.857,3,3,1,0,2,0,1,1,2,2,1,0,2,3,15,11.9,1
17,17,11/29/2009,20-095,OKC,,HOU,L (-9),0,19:16,1,4,0.25,0,1,0,3,4,0.75,0,3,3,0,2,0,1,3,5,2.9,-12
18,18,12/2/2009,20-098,OKC,,PHI,W (+11),0,27:01:00,3,7,0.429,1,3,0.333,2,2,1,3,2,5,1,0,0,3,1,9,5.3,12
19,19,12/4/2009,20-100,OKC,,BOS,L (-18),0,23:27,1,6,0.167,0,3,0,4,6,0.667,0,5,5,1,1,0,1,1,6,3.2,3
20,20,12/7/2009,20-103,OKC,,GSW,W (+16),0,29:40:00,6,13,0.462,1,4,0.25,13,14,0.929,2,7,9,5,2,0,0,2,26,27.1,17
21,21,12/11/2009,20-107,OKC,@,MEM,W (+8),0,23:07,2,11,0.182,0,2,0,2,2,1,2,3,5,4,2,1,1,1,6,5.5,5
22,22,12/13/2009,20-109,OKC,,CLE,L (-13),0,20:55,1,3,0.333,0,0,,1,2,0.5,1,1,2,2,0,0,2,2,3,0.5,-7
23,23,12/14/2009,20-110,OKC,@,DEN,L (-9),0,23:42,3,7,0.429,1,1,1,2,2,1,2,1,3,5,0,0,4,4,9,4.9,1
24,24,12/16/2009,20-112,OKC,,DAL,L (-14),0,28:57:00,3,9,0.333,0,4,0,6,9,0.667,2,4,6,1,1,0,3,2,12,6.2,-15
25,25,12/18/2009,20-114,OKC,,DET,W (+11),0,25:48:00,5,11,0.455,2,3,0.667,2,2,1,1,2,3,7,1,1,1,4,14,13.6,19
26,26,12/19/2009,20-115,OKC,@,HOU,L (-5),0,31:54:00,5,11,0.455,0,3,0,5,5,1,2,1,3,0,0,1,0,4,15,10.1,8
27,27,12/22/2009,20-118,OKC,@,LAL,L (-3),0,26:01:00,6,14,0.429,2,3,0.667,2,2,1,1,1,2,0,0,0,0,3,16,8.4,-2
28,28,12/23/2009,20-119,OKC,@,PHO,W (+4),0,27:40:00,3,9,0.333,1,4,0.25,7,7,1,1,3,4,1,2,0,2,5,14,9.2,3
29,29,12/26/2009,20-122,OKC,,CHA,W (+7),0,25:26:00,3,6,0.5,1,2,0.5,1,3,0.333,0,4,4,3,2,0,1,2,8,7.7,0
30,30,12/28/2009,20-124,OKC,@,NJN,W (+16),0,22:39,0,10,0,0,4,0,3,4,0.75,3,3,6,1,3,1,2,3,3,-0.2,7
31,31,12/29/2009,20-125,OKC,@,WAS,W (+12),0,16:01,3,7,0.429,1,1,1,4,6,0.667,0,2,2,1,0,0,1,2,11,6,9
32,32,12/31/2009,20-127,OKC,,UTA,W (+1),0,13:15,2,5,0.4,1,2,0.5,0,0,,0,2,2,0,1,0,2,0,5,1.9,0
33,33,1/2/2010,20-129,OKC,@,MIL,L (-6),0,17:32,1,4,0.25,0,3,0,1,2,0.5,0,3,3,1,0,0,3,3,3,-2.4,-7
34,34,1/4/2010,20-131,OKC,@,CHI,W (+13),0,26:32:00,5,11,0.455,3,5,0.6,0,0,,0,1,1,4,1,0,2,5,13,7.4,5
35,35,1/6/2010,20-133,OKC,,NOH,L (-5),0,24:29:00,3,8,0.375,1,3,0.333,2,4,0.5,0,0,0,0,0,0,0,1,9,3.4,-3
36,36,1/9/2010,20-136,OKC,,IND,W (+6),0,26:02:00,3,7,0.429,3,4,0.75,4,6,0.667,0,2,2,3,2,0,1,3,13,11,-9
37,37,1/11/2010,20-138,OKC,,NYK,W (+18),0,28:23:00,3,9,0.333,0,4,0,1,1,1,0,1,1,2,3,0,2,1,7,4.2,2
38,38,1/13/2010,20-140,OKC,,SAS,L (-1),0,32:48:00,3,5,0.6,1,2,0.5,5,6,0.833,0,7,7,1,1,0,1,3,12,10.9,8
39,39,1/15/2010,20-142,OKC,@,DAL,L (-1),0,25:32:00,4,8,0.5,2,4,0.5,1,2,0.5,1,2,3,1,1,0,2,5,11,5.6,-2
40,40,1/16/2010,20-143,OKC,,MIA,W (+18),0,21:23,4,9,0.444,2,3,0.667,4,4,1,0,3,3,0,0,0,1,2,14,8.4,5
41,41,1/18/2010,20-145,OKC,@,ATL,W (+3),0,23:26,5,11,0.455,1,3,0.333,0,0,,0,4,4,0,0,0,1,3,11,4.3,-3
42,42,1/20/2010,20-147,OKC,@,MIN,W (+2),0,25:38:00,5,11,0.455,2,7,0.286,0,0,,0,3,3,3,1,0,0,2,12,9.5,5
43,43,1/22/2010,20-149,OKC,@,MEM,L (-2),0,28:14:00,3,6,0.5,3,4,0.75,4,4,1,0,7,7,5,2,0,1,1,13,16.2,1
44,44,1/23/2010,20-150,OKC,@,CLE,L (-1),0,27:09:00,1,8,0.125,1,3,0.333,6,6,1,2,2,4,1,1,0,0,2,9,6.7,4
45,45,1/27/2010,20-154,OKC,,CHI,L (-10),0,18:30,3,10,0.3,2,4,0.5,0,0,,0,2,2,1,0,0,1,2,8,1.7,1
46,46,1/29/2010,20-156,OKC,,DEN,W (+17),0,19:43,4,8,0.5,3,5,0.6,1,2,0.5,0,1,1,1,1,0,2,3,12,6.4,6
47,47,1/31/2010,20-158,OKC,,GSW,W (+8),0,19:38,1,7,0.143,0,2,0,3,4,0.75,1,5,6,1,1,0,1,3,5,1.8,1
48,48,2/2/2010,20-160,OKC,,ATL,W (+7),0,20:10,2,6,0.333,1,4,0.25,4,5,0.8,0,1,1,2,1,0,1,3,9,5.7,-2
49,49,2/3/2010,20-161,OKC,@,NOH,W (+4),0,16:24,1,3,0.333,1,3,0.333,2,2,1,0,2,2,0,0,1,1,3,5,2.4,-1
50,50,2/6/2010,20-164,OKC,@,GSW,W (+9),0,22:00,3,8,0.375,1,3,0.333,0,0,,0,2,2,0,0,0,2,4,7,-0.4,1
51,51,2/9/2010,20-167,OKC,@,POR,W (+12),0,24:11:00,4,9,0.444,2,5,0.4,3,4,0.75,0,3,3,2,2,0,0,1,13,11.8,2
52,52,2/16/2010,20-174,OKC,,DAL,W (+13),0,31:22:00,5,7,0.714,3,4,0.75,4,4,1,0,5,5,6,0,0,2,5,17,15.8,16
53,53,2/20/2010,20-178,OKC,@,NYK,W (+3),0,31:20:00,4,9,0.444,1,3,0.333,5,7,0.714,0,5,5,2,1,1,4,4,14,7.5,4
54,54,2/21/2010,20-179,OKC,@,MIN,W (+2),0,20:50,3,6,0.5,2,3,0.667,0,0,,1,3,4,1,1,0,2,2,8,5.5,-10
55,55,2/23/2010,20-181,OKC,,PHO,L (-2),0,27:20:00,2,7,0.286,0,4,0,1,2,0.5,1,2,3,2,2,0,4,4,5,-0.4,13
56,56,2/24/2010,20-182,OKC,@,SAS,L (-8),0,27:02:00,3,7,0.429,2,4,0.5,0,0,,2,5,7,0,2,0,1,4,8,6.6,-6
57,57,2/26/2010,20-184,OKC,,MIN,W (+17),0,18:19,2,9,0.222,0,3,0,2,5,0.4,0,2,2,2,0,0,2,1,6,-1.1,-3
58,58,2/28/2010,20-186,OKC,,TOR,W (+20),0,25:30:00,4,8,0.5,0,3,0,4,4,1,0,4,4,1,1,0,1,6,12,7.5,2
59,59,3/2/2010,20-188,OKC,,SAC,W (+6),0,18:00,1,5,0.2,1,2,0.5,0,0,,0,1,1,0,1,0,1,5,3,-1.8,-15
60,60,3/3/2010,20-189,OKC,@,DEN,L (-29),0,28:48:00,3,8,0.375,3,5,0.6,10,11,0.909,3,2,5,1,3,0,3,3,19,16.4,-8
61,61,3/5/2010,20-191,OKC,@,LAC,W (+17),0,28:16:00,5,11,0.455,3,6,0.5,4,4,1,0,3,3,4,1,2,0,0,17,17.4,11
62,62,3/7/2010,20-193,OKC,@,SAC,W (+6),0,19:32,5,10,0.5,1,3,0.333,3,3,1,2,0,2,0,2,1,3,4,14,8.5,-1
63,63,3/10/2010,20-196,OKC,,NOH,W (+15),0,13:38,1,5,0.2,0,3,0,4,4,1,0,2,2,2,1,1,1,0,6,5.6,8
70,64,3/24/2010,20-210,OKC,,HOU,W (+18),0,25:55:00,6,10,0.6,3,4,0.75,8,8,1,0,2,2,2,2,1,1,3,23,20.9,23
71,65,3/26/2010,20-212,OKC,,LAL,W (+16),0,22:45,1,6,0.167,1,4,0.25,3,4,0.75,0,4,4,1,3,0,2,1,6,4.3,-2
72,66,3/28/2010,20-214,OKC,,POR,L (-5),0,16:17,1,5,0.2,0,4,0,1,2,0.5,1,1,2,0,0,0,1,3,3,-1.7,-2
73,67,3/30/2010,20-216,OKC,@,PHI,W (+18),0,21:26,5,7,0.714,2,2,1,0,0,,0,4,4,1,3,0,0,0,12,14,14
74,68,3/31/2010,20-217,OKC,@,BOS,W (+5),0,25:47:00,1,2,0.5,0,1,0,3,4,0.75,0,3,3,3,2,0,2,3,5,5.4,10
75,69,4/3/2010,20-220,OKC,@,DAL,W (+5),0,19:14,3,5,0.6,1,3,0.333,4,4,1,0,2,2,3,1,0,3,3,11,8.2,16
76,70,4/4/2010,20-221,OKC,,MIN,W (+8),0,14:51,3,6,0.5,0,0,,1,2,0.5,0,4,4,0,1,0,0,2,7,5,-2
77,71,4/6/2010,20-223,OKC,@,UTA,L (-1),0,28:39:00,4,7,0.571,2,5,0.4,5,6,0.833,0,4,4,0,1,0,2,3,15,10.3,13
78,72,4/7/2010,20-224,OKC,,DEN,L (-4),0,20:39,1,7,0.143,0,2,0,0,0,,1,0,1,0,0,1,1,3,2,-3.3,10
79,73,4/9/2010,20-226,OKC,,PHO,W (+5),0,16:00,0,4,0,0,2,0,2,4,0.5,0,2,2,0,0,1,2,2,2,-3.1,-2
80,74,4/11/2010,20-228,OKC,@,GSW,L (-3),0,31:26:00,7,11,0.636,3,6,0.5,1,2,0.5,2,1,3,1,0,1,0,3,18,14.6,-12
81,75,4/12/2010,20-229,OKC,@,POR,L (-8),0,23:09,5,8,0.625,1,2,0.5,1,2,0.5,1,3,4,0,1,0,1,2,12,8.8,5
82,76,4/14/2010,20-231,OKC,,MEM,W (+9),0,26:16:00,4,9,0.444,2,6,0.333,2,2,1,0,4,4,1,0,0,2,4,12,5.6,-1
1,1,10/27/2010,21-062,OKC,,CHI,W (+11),0,20:15,2,4,0.5,1,2,0.5,1,2,0.5,0,4,4,1,2,0,1,1,6,6.1,4
2,2,10/29/2010,21-064,OKC,@,DET,W (+1),0,16:25,0,5,0,0,1,0,1,2,0.5,0,1,1,0,1,1,1,2,1,-2.7,-10
3,3,10/31/2010,21-066,OKC,,UTA,L (-21),0,32:48:00,1,7,0.143,0,5,0,5,6,0.833,0,2,2,1,0,0,2,4,7,-0.2,-4
4,4,11/3/2010,21-069,OKC,@,LAC,L (-15),0,19:43,1,7,0.143,0,2,0,0,0,,1,2,3,1,0,0,1,2,2,-2.3,-4
5,5,11/4/2010,21-070,OKC,@,POR,W (+1),0,25:11:00,3,5,0.6,0,1,0,1,1,1,0,1,1,1,1,0,1,2,7,4.9,1
6,6,11/7/2010,21-073,OKC,,BOS,L (-9),0,19:51,2,2,1,2,2,1,0,0,,1,3,4,1,0,0,2,3,6,4.5,-15
7,7,11/10/2010,21-076,OKC,,PHI,W (+6),0,22:10,3,7,0.429,1,4,0.25,2,2,1,0,1,1,0,1,0,1,3,9,4.4,-2
8,8,11/12/2010,21-078,OKC,,POR,W (+2),0,20:46,3,5,0.6,2,3,0.667,4,4,1,2,1,3,2,1,0,1,3,12,11.6,-9
9,9,11/14/2010,21-080,OKC,,SAS,L (-13),0,36:43:00,5,10,0.5,2,5,0.4,2,2,1,0,5,5,1,3,0,1,3,14,12,-11
10,10,11/15/2010,21-081,OKC,@,UTA,W (+7),0,16:23,1,5,0.2,0,1,0,3,4,0.75,0,0,0,1,1,0,0,2,5,2.4,1
11,11,11/17/2010,21-083,OKC,,HOU,W (+17),0,29:00:00,3,6,0.5,1,3,0.333,3,4,0.75,1,2,3,4,1,0,2,2,10,8.9,13
12,12,11/19/2010,21-085,OKC,@,BOS,W (+5),1,36:59:00,2,8,0.25,1,2,0.5,7,8,0.875,0,6,6,4,1,0,3,3,12,8.2,7
13,13,11/20/2010,21-086,OKC,@,MIL,W (+1),1,39:52:00,6,13,0.462,6,8,0.75,5,6,0.833,0,9,9,4,1,0,2,1,23,20,7
14,14,11/22/2010,21-088,OKC,,MIN,W (+10),0,18:10,2,6,0.333,1,3,0.333,0,0,,0,1,1,2,3,0,0,1,5,5.9,-6
15,15,11/24/2010,21-090,OKC,,DAL,L (-8),0,17:05,1,4,0.25,1,1,1,1,1,1,0,3,3,3,1,0,1,1,4,4.2,7
16,16,11/26/2010,21-092,OKC,@,IND,W (+4),0,30:03:00,1,5,0.2,1,3,0.333,3,4,0.75,1,5,6,0,1,0,2,5,6,1.7,2
17,17,11/28/2010,21-094,OKC,@,HOU,L (-1),0,28:53:00,3,8,0.375,1,2,0.5,3,4,0.75,0,2,2,0,2,1,3,2,10,4.7,0
18,18,11/29/2010,21-095,OKC,,NOH,W (+6),0,17:23,2,5,0.4,0,3,0,0,0,,1,4,5,2,1,1,0,4,4,4.7,1
19,19,12/1/2010,21-097,OKC,@,NJN,W (+3),0,42:25:00,4,11,0.364,1,2,0.5,7,9,0.778,1,6,7,3,2,0,2,5,16,11.7,3
20,20,12/3/2010,21-099,OKC,@,TOR,L (-12),0,29:40:00,5,14,0.357,3,7,0.429,7,8,0.875,1,3,4,3,0,0,0,3,20,14.3,-6
21,21,12/5/2010,21-101,OKC,,GSW,W (+5),0,24:30:00,3,6,0.5,2,3,0.667,4,4,1,1,1,2,1,2,0,1,3,12,10.5,-8
22,22,12/6/2010,21-102,OKC,@,CHI,L (-9),0,27:44:00,3,12,0.25,1,4,0.25,6,9,0.667,0,1,1,1,0,0,1,2,13,3.8,-19
23,23,12/8/2010,21-104,OKC,@,MIN,W (+8),0,24:39:00,1,4,0.25,1,2,0.5,3,3,1,0,2,2,6,1,1,2,2,6,7.3,5
24,24,12/10/2010,21-106,OKC,@,NOH,W (+5),0,17:27,3,7,0.429,0,2,0,2,2,1,0,1,1,0,3,0,3,2,8,3.8,-7
25,25,12/12/2010,21-108,OKC,,CLE,W (+29),0,20:51,6,8,0.75,2,3,0.667,5,6,0.833,0,3,3,3,0,0,1,2,19,16.6,26
26,26,12/15/2010,21-111,OKC,,HOU,W (+12),0,31:54:00,5,7,0.714,2,3,0.667,4,5,0.8,1,3,4,4,1,0,2,4,16,14.5,10
27,27,12/17/2010,21-113,OKC,,SAC,W (+15),0,21:37,3,10,0.3,1,4,0.25,4,6,0.667,0,1,1,0,0,1,1,0,11,4.4,4
28,28,12/19/2010,21-115,OKC,,PHO,L (-3),0,24:56:00,1,3,0.333,0,2,0,9,9,1,2,5,7,2,3,0,0,3,11,15.4,7
29,29,12/21/2010,21-117,OKC,@,CHA,W (+18),0,23:01,5,8,0.625,3,4,0.75,0,1,0,0,4,4,2,1,0,1,4,13,10,15
30,30,12/22/2010,21-118,OKC,@,NYK,L (-14),0,26:53:00,3,8,0.375,0,4,0,7,8,0.875,1,4,5,3,2,1,1,0,13,13.9,-5
31,31,12/25/2010,21-121,OKC,,DEN,W (+8),0,28:29:00,6,11,0.545,2,6,0.333,7,8,0.875,1,2,3,2,1,0,0,3,21,17.8,1
32,32,12/27/2010,21-123,OKC,,DAL,L (-10),0,34:00:00,5,9,0.556,3,7,0.429,5,6,0.833,0,4,4,3,2,0,1,2,18,16.8,1
33,33,12/29/2010,21-125,OKC,,NJN,W (+21),0,30:23:00,5,11,0.455,1,4,0.25,0,0,,1,0,1,4,1,1,0,2,11,9.7,18
34,34,12/31/2010,21-127,OKC,,ATL,W (+9),0,30:48:00,5,6,0.833,3,4,0.75,2,2,1,0,2,2,2,2,0,2,2,15,14,5
35,35,1/1/2011,21-128,OKC,@,SAS,L (-27),0,24:50:00,4,11,0.364,1,1,1,3,4,0.75,1,2,3,0,0,0,3,4,12,2.2,-21
36,36,1/4/2011,21-131,OKC,@,MEM,L (-5),0,22:47,6,7,0.857,3,3,1,2,3,0.667,0,2,2,3,1,3,2,4,17,16.3,7
37,37,1/6/2011,21-133,OKC,@,DAL,W (+4),0,25:26:00,1,6,0.167,1,5,0.2,4,4,1,0,4,4,3,3,0,2,1,7,7.1,-1
38,38,1/8/2011,21-135,OKC,,MEM,W (+9),0,20:14,1,3,0.333,1,2,0.5,6,6,1,1,4,5,1,1,0,2,1,9,8.5,0
39,39,1/12/2011,21-139,OKC,@,HOU,W (+6),0,21:53,0,3,0,0,3,0,8,8,1,2,2,4,2,0,0,2,0,8,7.3,-9
40,40,1/13/2011,21-140,OKC,,ORL,W (+1),0,17:52,3,7,0.429,1,3,0.333,1,1,1,0,1,1,1,0,0,1,5,8,2.3,-6
41,41,1/17/2011,21-144,OKC,@,LAL,L (-7),0,28:52:00,4,11,0.364,1,6,0.167,0,0,,1,2,3,0,1,0,0,3,9,4,9
42,42,1/19/2011,21-146,OKC,@,DEN,L (-5),0,17:18,2,5,0.4,0,3,0,0,2,0,1,5,6,1,0,0,0,2,4,2.6,-7
43,43,1/22/2011,21-149,OKC,,NYK,W (+3),0,26:02:00,3,10,0.3,1,4,0.25,0,1,0,0,2,2,1,1,0,0,0,7,3.1,0
44,44,1/24/2011,21-151,OKC,@,NOH,L (-2),0,21:44,1,3,0.333,0,1,0,3,3,1,0,2,2,3,0,0,2,2,5,3.2,2
45,45,1/26/2011,21-153,OKC,@,MIN,W (+1),0,27:21:00,3,8,0.375,3,6,0.5,4,4,1,2,2,4,3,2,1,0,1,13,15,-3
46,46,1/28/2011,21-155,OKC,,WAS,W (+7),1,40:14:00,2,6,0.333,0,4,0,4,4,1,0,2,2,2,0,2,1,6,8,4.6,-1
47,47,1/30/2011,21-157,OKC,,MIA,L (-5),1,28:18:00,1,3,0.333,1,2,0.5,2,4,0.5,1,5,6,5,1,0,2,5,5,5.2,0
48,48,2/2/2011,21-160,OKC,,NOH,W (+11),1,22:19,2,4,0.5,1,3,0.333,2,2,1,0,1,1,2,0,0,0,2,7,5.9,3
49,49,2/4/2011,21-162,OKC,@,PHO,W (+4),0,36:42:00,4,11,0.364,2,8,0.25,3,4,0.75,0,6,6,5,0,0,1,3,13,9.6,18
50,50,2/5/2011,21-163,OKC,@,UTA,W (+16),0,26:49:00,5,9,0.556,2,4,0.5,2,4,0.5,1,5,6,5,0,0,0,3,14,13.4,9
51,51,2/8/2011,21-166,OKC,,MEM,L (-4),0,23:28,3,9,0.333,2,3,0.667,5,5,1,2,2,4,0,0,0,2,2,13,7.1,5
52,52,2/12/2011,21-170,OKC,@,SAC,W (+2),0,32:27:00,3,9,0.333,0,4,0,5,8,0.625,1,1,2,0,5,0,1,3,11,8.5,12
53,53,2/13/2011,21-171,OKC,@,GSW,L (-6),0,15:04,2,3,0.667,1,2,0.5,3,3,1,0,0,0,2,0,0,1,3,8,5.9,-2
54,54,2/15/2011,21-173,OKC,,SAC,W (+30),0,22:38,4,8,0.5,0,4,0,4,4,1,0,4,4,2,2,3,2,1,12,12.3,6
55,55,2/22/2011,21-180,OKC,,LAC,W (+23),0,24:18:00,6,12,0.5,4,8,0.5,3,3,1,0,2,2,1,1,0,0,0,19,15.3,16
56,56,2/23/2011,21-181,OKC,@,SAS,L (-4),0,28:13:00,5,9,0.556,2,5,0.4,4,4,1,0,1,1,2,0,1,0,3,16,12.9,-4
57,57,2/25/2011,21-183,OKC,@,ORL,L (-23),0,36:01:00,5,13,0.385,3,8,0.375,3,4,0.75,1,2,3,2,0,0,1,2,16,9.4,-14
58,58,2/27/2011,21-185,OKC,,LAL,L (-3),0,27:56:00,6,11,0.545,0,3,0,2,2,1,0,3,3,3,3,0,2,4,14,11.1,-5
59,59,3/2/2011,21-188,OKC,,IND,W (+24),0,23:03,6,14,0.429,1,6,0.167,7,7,1,0,1,1,2,1,1,1,1,20,14.6,9
60,60,3/4/2011,21-190,OKC,@,ATL,W (+7),0,32:26:00,7,16,0.438,1,5,0.2,2,2,1,0,1,1,1,1,1,0,4,17,9.7,5
61,61,3/6/2011,21-192,OKC,,PHO,W (+4),0,36:37:00,8,12,0.667,2,4,0.5,8,9,0.889,1,5,6,4,2,0,0,2,26,26.6,8
62,62,3/7/2011,21-193,OKC,@,MEM,L (-6),0,32:42:00,7,11,0.636,0,1,0,2,2,1,0,6,6,5,1,1,2,4,16,14.5,12
63,63,3/9/2011,21-195,OKC,@,PHI,W (+5),0,34:19:00,3,10,0.3,1,5,0.2,4,4,1,0,3,3,2,1,1,3,5,11,4.2,10
64,64,3/11/2011,21-197,OKC,,DET,W (+10),0,31:22:00,7,11,0.636,4,6,0.667,4,4,1,0,0,0,3,3,1,2,3,22,19.7,11
65,65,3/13/2011,21-199,OKC,@,CLE,W (+20),0,26:26:00,5,10,0.5,3,7,0.429,3,4,0.75,0,5,5,3,4,0,2,0,16,16.2,18
66,66,3/14/2011,21-200,OKC,@,WAS,W (+27),0,23:04,6,11,0.545,1,4,0.25,3,4,0.75,0,2,2,2,1,0,3,1,16,9.9,10
67,67,3/16/2011,21-202,OKC,@,MIA,W (+11),0,28:06:00,4,12,0.333,2,8,0.25,2,3,0.667,1,2,3,2,0,0,2,3,12,4.3,9
68,68,3/18/2011,21-204,OKC,,CHA,W (+17),0,29:26:00,8,13,0.615,3,7,0.429,2,3,0.667,1,2,3,3,0,0,3,3,21,13.9,15
69,69,3/20/2011,21-206,OKC,,TOR,L (-2),0,34:22:00,5,9,0.556,2,3,0.667,11,13,0.846,0,2,2,4,1,0,0,3,23,21.1,-1
70,70,3/23/2011,21-209,OKC,,UTA,W (+12),0,27:01:00,3,9,0.333,1,4,0.25,4,4,1,1,1,2,0,0,0,2,5,11,2.9,15
71,71,3/25/2011,21-211,OKC,,MIN,W (+8),0,20:47,4,11,0.364,1,2,0.5,4,4,1,0,1,1,1,1,0,2,2,13,6.1,10
72,72,3/27/2011,21-213,OKC,,POR,W (+9),0,24:41:00,2,8,0.25,1,4,0.25,3,3,1,0,2,2,1,0,1,1,3,8,3,3
73,73,3/29/2011,21-215,OKC,,GSW,W (+1),0,31:20:00,5,10,0.5,1,5,0.2,3,3,1,0,5,5,3,3,0,4,1,14,11.2,2
74,74,3/30/2011,21-216,OKC,@,PHO,W (+18),0,28:41:00,7,9,0.778,3,5,0.6,5,9,0.556,0,3,3,2,3,0,1,5,22,19.2,10
75,75,4/1/2011,21-218,OKC,@,POR,L (-7),0,33:32:00,6,15,0.4,2,9,0.222,7,7,1,1,0,1,2,1,0,1,4,21,13.4,-9
76,76,4/2/2011,21-219,OKC,@,LAC,L (-6),0,28:03:00,3,11,0.273,2,7,0.286,6,6,1,1,0,1,3,2,0,1,2,14,10.5,-4
77,77,4/5/2011,21-222,OKC,@,DEN,W (+7),0,27:39:00,4,12,0.333,2,7,0.286,3,6,0.5,0,2,2,1,1,0,2,3,13,4.1,11
78,78,4/6/2011,21-223,OKC,,LAC,W (+4),0,23:18,2,6,0.333,0,3,0,3,3,1,1,1,2,5,0,0,1,4,7,5.5,12
79,79,4/8/2011,21-225,OKC,,DEN,W (+15),0,25:24:00,5,8,0.625,2,5,0.4,2,4,0.5,2,3,5,3,0,0,1,0,14,13,11
80,80,4/10/2011,21-227,OKC,@,LAL,W (+14),0,32:07:00,3,9,0.333,1,4,0.25,9,10,0.9,0,1,1,1,0,1,0,1,16,11.8,-1
